Unnamed: 0	Description	CancerType	ClassType	Iteration	fold	Algorithm	DefaultParameters	AUROC
1192	Clinical	TCGA_BLCA	PFI	4	3	glmnet	0	0.6599190283400811
1193	Clinical	TCGA_BLCA	PFI	4	4	glmnet	0	0.8056680161943321
1194	Clinical	TCGA_BLCA	PFI	4	5	glmnet	0	0.633333333333333
1195	Clinical	TCGA_BLCA	PFI	5	1	glmnet	0	0.6961538461538461
1196	Clinical	TCGA_BLCA	PFI	5	2	glmnet	0	0.469230769230769
1197	Clinical	TCGA_BLCA	PFI	5	3	glmnet	0	0.6477732793522271
1198	Clinical	TCGA_BLCA	PFI	5	4	glmnet	0	0.6720647773279351
1199	Clinical	TCGA_BLCA	PFI	5	5	glmnet	0	0.7375
1200	Clinical	TCGA_BLCA	PFI	1	1	VFI	0	0.6826923076923079
1201	Clinical	TCGA_BLCA	PFI	1	2	VFI	0	0.6788461538461539
1202	Clinical	TCGA_BLCA	PFI	1	3	VFI	0	0.495951417004048
1203	Clinical	TCGA_BLCA	PFI	1	4	VFI	0	0.680161943319838
1204	Clinical	TCGA_BLCA	PFI	1	5	VFI	0	0.46875
1205	Clinical	TCGA_BLCA	PFI	2	1	VFI	0	0.598076923076923
1206	Clinical	TCGA_BLCA	PFI	2	2	VFI	0	0.575
1207	Clinical	TCGA_BLCA	PFI	2	3	VFI	0	0.611336032388664
1208	Clinical	TCGA_BLCA	PFI	2	4	VFI	0	0.603238866396761
1209	Clinical	TCGA_BLCA	PFI	2	5	VFI	0	0.564583333333333
1210	Clinical	TCGA_BLCA	PFI	3	1	VFI	0	0.636538461538462
1211	Clinical	TCGA_BLCA	PFI	3	2	VFI	0	0.6634615384615389
1212	Clinical	TCGA_BLCA	PFI	3	3	VFI	0	0.42712550607287497
1213	Clinical	TCGA_BLCA	PFI	3	4	VFI	0	0.637651821862348
1214	Clinical	TCGA_BLCA	PFI	3	5	VFI	0	0.591666666666667
1215	Clinical	TCGA_BLCA	PFI	4	1	VFI	0	0.611538461538462
1216	Clinical	TCGA_BLCA	PFI	4	2	VFI	0	0.665384615384615
1217	Clinical	TCGA_BLCA	PFI	4	3	VFI	0	0.6417004048583
1218	Clinical	TCGA_BLCA	PFI	4	4	VFI	0	0.680161943319838
1219	Clinical	TCGA_BLCA	PFI	4	5	VFI	0	0.45
1220	Clinical	TCGA_BLCA	PFI	5	1	VFI	0	0.548076923076923
1221	Clinical	TCGA_BLCA	PFI	5	2	VFI	0	0.5615384615384621
1222	Clinical	TCGA_BLCA	PFI	5	3	VFI	0	0.5526315789473679
1223	Clinical	TCGA_BLCA	PFI	5	4	VFI	0	0.736842105263158
1224	Clinical	TCGA_BLCA	PFI	5	5	VFI	0	0.639583333333333
1225	Clinical	TCGA_BLCA	PFI	1	1	svm	0	0.530769230769231
1226	Clinical	TCGA_BLCA	PFI	1	2	svm	0	0.626923076923077
1227	Clinical	TCGA_BLCA	PFI	1	3	svm	0	0.680161943319838
1228	Clinical	TCGA_BLCA	PFI	1	4	svm	0	0.65587044534413
1229	Clinical	TCGA_BLCA	PFI	1	5	svm	0	0.5375
1230	Clinical	TCGA_BLCA	PFI	2	1	svm	0	0.623076923076923
1231	Clinical	TCGA_BLCA	PFI	2	2	svm	0	0.576923076923077
1232	Clinical	TCGA_BLCA	PFI	2	3	svm	0	0.700404858299595
1233	Clinical	TCGA_BLCA	PFI	2	4	svm	0	0.680161943319838
1234	Clinical	TCGA_BLCA	PFI	2	5	svm	0	0.679166666666667
1235	Clinical	TCGA_BLCA	PFI	3	1	svm	0	0.6461538461538461
1236	Clinical	TCGA_BLCA	PFI	3	2	svm	0	0.8115384615384621
1237	Clinical	TCGA_BLCA	PFI	3	3	svm	0	0.502024291497976
1238	Clinical	TCGA_BLCA	PFI	3	4	svm	0	0.714574898785425
1239	Clinical	TCGA_BLCA	PFI	3	5	svm	0	0.658333333333333
1240	Clinical	TCGA_BLCA	PFI	4	1	svm	0	0.492307692307692
1241	Clinical	TCGA_BLCA	PFI	4	2	svm	0	0.7307692307692311
1242	Clinical	TCGA_BLCA	PFI	4	3	svm	0	0.572874493927126
1243	Clinical	TCGA_BLCA	PFI	4	4	svm	0	0.578947368421053
1244	Clinical	TCGA_BLCA	PFI	4	5	svm	0	0.675
1245	Clinical	TCGA_BLCA	PFI	5	1	svm	0	0.7230769230769231
1246	Clinical	TCGA_BLCA	PFI	5	2	svm	0	0.430769230769231
1247	Clinical	TCGA_BLCA	PFI	5	3	svm	0	0.6477732793522271
1248	Clinical	TCGA_BLCA	PFI	5	4	svm	0	0.7449392712550609
1249	Clinical	TCGA_BLCA	PFI	5	5	svm	0	0.758333333333333
1250	Clinical	TCGA_BLCA	PFI	1	1	xgboost	0	0.438461538461539
1251	Clinical	TCGA_BLCA	PFI	1	2	xgboost	0	0.586538461538462
1252	Clinical	TCGA_BLCA	PFI	1	3	xgboost	0	0.5627530364372471
1253	Clinical	TCGA_BLCA	PFI	1	4	xgboost	0	0.558704453441296
1254	Clinical	TCGA_BLCA	PFI	1	5	xgboost	0	0.425
1255	Clinical	TCGA_BLCA	PFI	2	1	xgboost	0	0.480769230769231
1256	Clinical	TCGA_BLCA	PFI	2	2	xgboost	0	0.496153846153846
1257	Clinical	TCGA_BLCA	PFI	2	3	xgboost	0	0.530364372469636
1258	Clinical	TCGA_BLCA	PFI	2	4	xgboost	0	0.718623481781377
1259	Clinical	TCGA_BLCA	PFI	2	5	xgboost	0	0.5041666666666671
1260	Clinical	TCGA_BLCA	PFI	3	1	xgboost	0	0.609615384615385
1261	Clinical	TCGA_BLCA	PFI	3	2	xgboost	0	0.7480769230769231
1262	Clinical	TCGA_BLCA	PFI	3	3	xgboost	0	0.439271255060729
1263	Clinical	TCGA_BLCA	PFI	3	4	xgboost	0	0.65587044534413
1264	Clinical	TCGA_BLCA	PFI	3	5	xgboost	0	0.579166666666667
1265	Clinical	TCGA_BLCA	PFI	4	1	xgboost	0	0.55
1266	Clinical	TCGA_BLCA	PFI	4	2	xgboost	0	0.728846153846154
1267	Clinical	TCGA_BLCA	PFI	4	3	xgboost	0	0.526315789473684
1268	Clinical	TCGA_BLCA	PFI	4	4	xgboost	0	0.5627530364372471
1269	Clinical	TCGA_BLCA	PFI	4	5	xgboost	0	0.604166666666667
1270	Clinical	TCGA_BLCA	PFI	5	1	xgboost	0	0.694230769230769
1271	Clinical	TCGA_BLCA	PFI	5	2	xgboost	0	0.407692307692308
1272	Clinical	TCGA_BLCA	PFI	5	3	xgboost	0	0.6821862348178139
1273	Clinical	TCGA_BLCA	PFI	5	4	xgboost	0	0.609311740890688
1274	Clinical	TCGA_BLCA	PFI	5	5	xgboost	0	0.5333333333333329
1275	Clinical	TCGA_BLCA	PFI	1	1	logistic_regression	0	0.592307692307692
1276	Clinical	TCGA_BLCA	PFI	1	2	logistic_regression	0	0.761538461538462
1277	Clinical	TCGA_BLCA	PFI	1	3	logistic_regression	0	0.720647773279352
1278	Clinical	TCGA_BLCA	PFI	1	4	logistic_regression	0	0.668016194331984
1279	Clinical	TCGA_BLCA	PFI	1	5	logistic_regression	0	0.625
1280	Clinical	TCGA_BLCA	PFI	2	1	logistic_regression	0	0.615384615384615
1281	Clinical	TCGA_BLCA	PFI	2	2	logistic_regression	0	0.5884615384615389
1282	Clinical	TCGA_BLCA	PFI	2	3	logistic_regression	0	0.668016194331984
1283	Clinical	TCGA_BLCA	PFI	2	4	logistic_regression	0	0.736842105263158
1284	Clinical	TCGA_BLCA	PFI	2	5	logistic_regression	0	0.754166666666667
1285	Clinical	TCGA_BLCA	PFI	3	1	logistic_regression	0	0.7
1286	Clinical	TCGA_BLCA	PFI	3	2	logistic_regression	0	0.796153846153846
1287	Clinical	TCGA_BLCA	PFI	3	3	logistic_regression	0	0.465587044534413
1288	Clinical	TCGA_BLCA	PFI	3	4	logistic_regression	0	0.7692307692307689
1289	Clinical	TCGA_BLCA	PFI	3	5	logistic_regression	0	0.629166666666667
1290	Clinical	TCGA_BLCA	PFI	4	1	logistic_regression	0	0.5730769230769229
1291	Clinical	TCGA_BLCA	PFI	4	2	logistic_regression	0	0.738461538461539
1292	Clinical	TCGA_BLCA	PFI	4	3	logistic_regression	0	0.6477732793522271
1293	Clinical	TCGA_BLCA	PFI	4	4	logistic_regression	0	0.7894736842105259
1294	Clinical	TCGA_BLCA	PFI	4	5	logistic_regression	0	0.670833333333333
1295	Clinical	TCGA_BLCA	PFI	5	1	logistic_regression	0	0.757692307692308
1296	Clinical	TCGA_BLCA	PFI	5	2	logistic_regression	0	0.41538461538461496
1297	Clinical	TCGA_BLCA	PFI	5	3	logistic_regression	0	0.680161943319838
1298	Clinical	TCGA_BLCA	PFI	5	4	logistic_regression	0	0.700404858299595
1299	Clinical	TCGA_BLCA	PFI	5	5	logistic_regression	0	0.716666666666667
1325	Clinical	TCGA_BLCA	PFI	1	1	random_forest	0	0.4173076923076921
1326	Clinical	TCGA_BLCA	PFI	1	2	random_forest	0	0.592307692307692
1327	Clinical	TCGA_BLCA	PFI	1	3	random_forest	0	0.5971659919028339
1328	Clinical	TCGA_BLCA	PFI	1	4	random_forest	0	0.522267206477733
1329	Clinical	TCGA_BLCA	PFI	1	5	random_forest	0	0.5291666666666671
1330	Clinical	TCGA_BLCA	PFI	2	1	random_forest	0	0.515384615384615
1331	Clinical	TCGA_BLCA	PFI	2	2	random_forest	0	0.440384615384615
1332	Clinical	TCGA_BLCA	PFI	2	3	random_forest	0	0.6052631578947371
1333	Clinical	TCGA_BLCA	PFI	2	4	random_forest	0	0.6396761133603239
1334	Clinical	TCGA_BLCA	PFI	2	5	random_forest	0	0.59375
1335	Clinical	TCGA_BLCA	PFI	3	1	random_forest	0	0.5884615384615379
1336	Clinical	TCGA_BLCA	PFI	3	2	random_forest	0	0.6788461538461539
1337	Clinical	TCGA_BLCA	PFI	3	3	random_forest	0	0.42914979757085
1338	Clinical	TCGA_BLCA	PFI	3	4	random_forest	0	0.665991902834008
1339	Clinical	TCGA_BLCA	PFI	3	5	random_forest	0	0.616666666666667
1340	Clinical	TCGA_BLCA	PFI	4	1	random_forest	0	0.403846153846154
1341	Clinical	TCGA_BLCA	PFI	4	2	random_forest	0	0.6826923076923079
1342	Clinical	TCGA_BLCA	PFI	4	3	random_forest	0	0.4777327935222671
1343	Clinical	TCGA_BLCA	PFI	4	4	random_forest	0	0.6923076923076921
1344	Clinical	TCGA_BLCA	PFI	4	5	random_forest	0	0.5395833333333329
1345	Clinical	TCGA_BLCA	PFI	5	1	random_forest	0	0.515384615384615
1346	Clinical	TCGA_BLCA	PFI	5	2	random_forest	0	0.392307692307692
1347	Clinical	TCGA_BLCA	PFI	5	3	random_forest	0	0.62753036437247
1348	Clinical	TCGA_BLCA	PFI	5	4	random_forest	0	0.61336032388664
1349	Clinical	TCGA_BLCA	PFI	5	5	random_forest	0	0.60625
1350	Clinical	TCGA_PRAD	PFI	1	1	glmnet	0	0.5416666666666671
1351	Clinical	TCGA_PRAD	PFI	1	2	glmnet	0	0.601190476190476
1352	Clinical	TCGA_PRAD	PFI	1	3	glmnet	0	0.654761904761905
1353	Clinical	TCGA_PRAD	PFI	1	4	glmnet	0	0.7554347826086959
1354	Clinical	TCGA_PRAD	PFI	1	5	glmnet	0	0.820652173913043
1355	Clinical	TCGA_PRAD	PFI	2	1	glmnet	0	0.648809523809524
1356	Clinical	TCGA_PRAD	PFI	2	2	glmnet	0	0.464285714285714
1357	Clinical	TCGA_PRAD	PFI	2	3	glmnet	0	0.7767857142857142
1358	Clinical	TCGA_PRAD	PFI	2	4	glmnet	0	0.684782608695652
1359	Clinical	TCGA_PRAD	PFI	2	5	glmnet	0	0.7554347826086959
1360	Clinical	TCGA_PRAD	PFI	3	1	glmnet	0	0.708333333333333
1361	Clinical	TCGA_PRAD	PFI	3	2	glmnet	0	0.7202380952380949
1362	Clinical	TCGA_PRAD	PFI	3	3	glmnet	0	0.7142857142857142
1363	Clinical	TCGA_PRAD	PFI	3	4	glmnet	0	0.7853260869565221
1364	Clinical	TCGA_PRAD	PFI	3	5	glmnet	0	0.543478260869565
1365	Clinical	TCGA_PRAD	PFI	4	1	glmnet	0	0.6428571428571429
1366	Clinical	TCGA_PRAD	PFI	4	2	glmnet	0	0.625
1367	Clinical	TCGA_PRAD	PFI	4	3	glmnet	0	0.5595238095238101
1368	Clinical	TCGA_PRAD	PFI	4	4	glmnet	0	0.766304347826087
1369	Clinical	TCGA_PRAD	PFI	4	5	glmnet	0	0.6875
1370	Clinical	TCGA_PRAD	PFI	5	1	glmnet	0	0.6785714285714289
1371	Clinical	TCGA_PRAD	PFI	5	2	glmnet	0	0.589285714285714
1372	Clinical	TCGA_PRAD	PFI	5	3	glmnet	0	0.5654761904761899
1373	Clinical	TCGA_PRAD	PFI	5	4	glmnet	0	0.902173913043478
1374	Clinical	TCGA_PRAD	PFI	5	5	glmnet	0	0.769021739130435
1375	Clinical	TCGA_PRAD	PFI	1	1	knn	0	0.601190476190476
1376	Clinical	TCGA_PRAD	PFI	1	2	knn	0	0.6785714285714289
1377	Clinical	TCGA_PRAD	PFI	1	3	knn	0	0.529761904761905
1378	Clinical	TCGA_PRAD	PFI	1	4	knn	0	0.679347826086957
1379	Clinical	TCGA_PRAD	PFI	1	5	knn	0	0.747282608695652
1380	Clinical	TCGA_PRAD	PFI	2	1	knn	0	0.598214285714286
1381	Clinical	TCGA_PRAD	PFI	2	2	knn	0	0.5178571428571429
1382	Clinical	TCGA_PRAD	PFI	2	3	knn	0	0.7648809523809521
1383	Clinical	TCGA_PRAD	PFI	2	4	knn	0	0.625
1384	Clinical	TCGA_PRAD	PFI	2	5	knn	0	0.654891304347826
1385	Clinical	TCGA_PRAD	PFI	3	1	knn	0	0.592261904761905
1386	Clinical	TCGA_PRAD	PFI	3	2	knn	0	0.7619047619047621
1387	Clinical	TCGA_PRAD	PFI	3	3	knn	0	0.663690476190476
1388	Clinical	TCGA_PRAD	PFI	3	4	knn	0	0.625
1389	Clinical	TCGA_PRAD	PFI	3	5	knn	0	0.589673913043478
1390	Clinical	TCGA_PRAD	PFI	4	1	knn	0	0.6160714285714289
1391	Clinical	TCGA_PRAD	PFI	4	2	knn	0	0.532738095238095
1392	Clinical	TCGA_PRAD	PFI	4	3	knn	0	0.6369047619047621
1393	Clinical	TCGA_PRAD	PFI	4	4	knn	0	0.7146739130434779
1394	Clinical	TCGA_PRAD	PFI	4	5	knn	0	0.752717391304348
1395	Clinical	TCGA_PRAD	PFI	5	1	knn	0	0.729166666666667
1396	Clinical	TCGA_PRAD	PFI	5	2	knn	0	0.5595238095238101
1397	Clinical	TCGA_PRAD	PFI	5	3	knn	0	0.583333333333333
1398	Clinical	TCGA_PRAD	PFI	5	4	knn	0	0.652173913043478
1399	Clinical	TCGA_PRAD	PFI	5	5	knn	0	0.703804347826087
1400	Clinical	TCGA_PRAD	PFI	1	1	naiveBayes	0	0.7976190476190479
1401	Clinical	TCGA_PRAD	PFI	1	2	naiveBayes	0	0.5714285714285721
1402	Clinical	TCGA_PRAD	PFI	1	3	naiveBayes	0	0.6726190476190479
1403	Clinical	TCGA_PRAD	PFI	1	4	naiveBayes	0	0.701086956521739
1404	Clinical	TCGA_PRAD	PFI	1	5	naiveBayes	0	0.8641304347826091
1405	Clinical	TCGA_PRAD	PFI	2	1	naiveBayes	0	0.6130952380952379
1406	Clinical	TCGA_PRAD	PFI	2	2	naiveBayes	0	0.535714285714286
1407	Clinical	TCGA_PRAD	PFI	2	3	naiveBayes	0	0.75
1408	Clinical	TCGA_PRAD	PFI	2	4	naiveBayes	0	0.684782608695652
1409	Clinical	TCGA_PRAD	PFI	2	5	naiveBayes	0	0.8478260869565221
1410	Clinical	TCGA_PRAD	PFI	3	1	naiveBayes	0	0.660714285714286
1411	Clinical	TCGA_PRAD	PFI	3	2	naiveBayes	0	0.7976190476190479
1412	Clinical	TCGA_PRAD	PFI	3	3	naiveBayes	0	0.6726190476190479
1413	Clinical	TCGA_PRAD	PFI	3	4	naiveBayes	0	0.7228260869565221
1414	Clinical	TCGA_PRAD	PFI	3	5	naiveBayes	0	0.581521739130435
1415	Clinical	TCGA_PRAD	PFI	4	1	naiveBayes	0	0.6428571428571429
1416	Clinical	TCGA_PRAD	PFI	4	2	naiveBayes	0	0.6190476190476191
1417	Clinical	TCGA_PRAD	PFI	4	3	naiveBayes	0	0.577380952380952
1418	Clinical	TCGA_PRAD	PFI	4	4	naiveBayes	0	0.891304347826087
1419	Clinical	TCGA_PRAD	PFI	4	5	naiveBayes	0	0.766304347826087
1420	Clinical	TCGA_PRAD	PFI	5	1	naiveBayes	0	0.6785714285714289
1421	Clinical	TCGA_PRAD	PFI	5	2	naiveBayes	0	0.625
1422	Clinical	TCGA_PRAD	PFI	5	3	naiveBayes	0	0.648809523809524
1423	Clinical	TCGA_PRAD	PFI	5	4	naiveBayes	0	0.8858695652173909
1424	Clinical	TCGA_PRAD	PFI	5	5	naiveBayes	0	0.7445652173913041
1425	Clinical	TCGA_PRAD	PFI	1	1	VFI	0	0.5505952380952379
1426	Clinical	TCGA_PRAD	PFI	1	2	VFI	0	0.648809523809524
1427	Clinical	TCGA_PRAD	PFI	1	3	VFI	0	0.6339285714285711
1428	Clinical	TCGA_PRAD	PFI	1	4	VFI	0	0.64945652173913
1429	Clinical	TCGA_PRAD	PFI	1	5	VFI	0	0.8016304347826091
1430	Clinical	TCGA_PRAD	PFI	2	1	VFI	0	0.5803571428571429
1431	Clinical	TCGA_PRAD	PFI	2	2	VFI	0	0.5714285714285721
1432	Clinical	TCGA_PRAD	PFI	2	3	VFI	0	0.7261904761904759
1433	Clinical	TCGA_PRAD	PFI	2	4	VFI	0	0.769021739130435
1434	Clinical	TCGA_PRAD	PFI	2	5	VFI	0	0.8016304347826091
1435	Clinical	TCGA_PRAD	PFI	3	1	VFI	0	0.505952380952381
1436	Clinical	TCGA_PRAD	PFI	3	2	VFI	0	0.8422619047619051
1437	Clinical	TCGA_PRAD	PFI	3	3	VFI	0	0.660714285714286
1438	Clinical	TCGA_PRAD	PFI	3	4	VFI	0	0.7092391304347829
1439	Clinical	TCGA_PRAD	PFI	3	5	VFI	0	0.58695652173913
1440	Clinical	TCGA_PRAD	PFI	4	1	VFI	0	0.654761904761905
1441	Clinical	TCGA_PRAD	PFI	4	2	VFI	0	0.5654761904761899
1442	Clinical	TCGA_PRAD	PFI	4	3	VFI	0	0.6220238095238101
1443	Clinical	TCGA_PRAD	PFI	4	4	VFI	0	0.831521739130435
1444	Clinical	TCGA_PRAD	PFI	4	5	VFI	0	0.763586956521739
1445	Clinical	TCGA_PRAD	PFI	5	1	VFI	0	0.663690476190476
1446	Clinical	TCGA_PRAD	PFI	5	2	VFI	0	0.5654761904761899
1447	Clinical	TCGA_PRAD	PFI	5	3	VFI	0	0.595238095238095
1448	Clinical	TCGA_PRAD	PFI	5	4	VFI	0	0.8396739130434779
1449	Clinical	TCGA_PRAD	PFI	5	5	VFI	0	0.7445652173913041
1450	Clinical	TCGA_PRAD	PFI	1	1	svm	0	0.5535714285714289
1451	Clinical	TCGA_PRAD	PFI	1	2	svm	0	0.6309523809523809
1452	Clinical	TCGA_PRAD	PFI	1	3	svm	0	0.6071428571428571
1453	Clinical	TCGA_PRAD	PFI	1	4	svm	0	0.6467391304347829
1454	Clinical	TCGA_PRAD	PFI	1	5	svm	0	0.7173913043478259
1455	Clinical	TCGA_PRAD	PFI	2	1	svm	0	0.732142857142857
1456	Clinical	TCGA_PRAD	PFI	2	2	svm	0	0.42857142857142894
1457	Clinical	TCGA_PRAD	PFI	2	3	svm	0	0.660714285714286
1458	Clinical	TCGA_PRAD	PFI	2	4	svm	0	0.701086956521739
1459	Clinical	TCGA_PRAD	PFI	2	5	svm	0	0.798913043478261
1460	Clinical	TCGA_PRAD	PFI	3	1	svm	0	0.625
1461	Clinical	TCGA_PRAD	PFI	3	2	svm	0	0.7797619047619051
1462	Clinical	TCGA_PRAD	PFI	3	3	svm	0	0.7202380952380949
1463	Clinical	TCGA_PRAD	PFI	3	4	svm	0	0.706521739130435
1464	Clinical	TCGA_PRAD	PFI	3	5	svm	0	0.597826086956522
1465	Clinical	TCGA_PRAD	PFI	4	1	svm	0	0.6785714285714289
1466	Clinical	TCGA_PRAD	PFI	4	2	svm	0	0.595238095238095
1467	Clinical	TCGA_PRAD	PFI	4	3	svm	0	0.5595238095238101
1468	Clinical	TCGA_PRAD	PFI	4	4	svm	0	0.7826086956521741
1469	Clinical	TCGA_PRAD	PFI	4	5	svm	0	0.7771739130434779
1470	Clinical	TCGA_PRAD	PFI	5	1	svm	0	0.5654761904761899
1471	Clinical	TCGA_PRAD	PFI	5	2	svm	0	0.601190476190476
1472	Clinical	TCGA_PRAD	PFI	5	3	svm	0	0.6071428571428571
1473	Clinical	TCGA_PRAD	PFI	5	4	svm	0	0.945652173913043
1474	Clinical	TCGA_PRAD	PFI	5	5	svm	0	0.71195652173913
1475	Clinical	TCGA_PRAD	PFI	1	1	xgboost	0	0.523809523809524
1476	Clinical	TCGA_PRAD	PFI	1	2	xgboost	0	0.75
1477	Clinical	TCGA_PRAD	PFI	1	3	xgboost	0	0.589285714285714
1478	Clinical	TCGA_PRAD	PFI	1	4	xgboost	0	0.758152173913043
1479	Clinical	TCGA_PRAD	PFI	1	5	xgboost	0	0.752717391304348
1480	Clinical	TCGA_PRAD	PFI	2	1	xgboost	0	0.5535714285714289
1481	Clinical	TCGA_PRAD	PFI	2	2	xgboost	0	0.4791666666666671
1482	Clinical	TCGA_PRAD	PFI	2	3	xgboost	0	0.68452380952381
1483	Clinical	TCGA_PRAD	PFI	2	4	xgboost	0	0.611413043478261
1484	Clinical	TCGA_PRAD	PFI	2	5	xgboost	0	0.671195652173913
1485	Clinical	TCGA_PRAD	PFI	3	1	xgboost	0	0.6190476190476191
1486	Clinical	TCGA_PRAD	PFI	3	2	xgboost	0	0.6726190476190479
1487	Clinical	TCGA_PRAD	PFI	3	3	xgboost	0	0.6875
1488	Clinical	TCGA_PRAD	PFI	3	4	xgboost	0	0.741847826086957
1489	Clinical	TCGA_PRAD	PFI	3	5	xgboost	0	0.331521739130435
1490	Clinical	TCGA_PRAD	PFI	4	1	xgboost	0	0.654761904761905
1491	Clinical	TCGA_PRAD	PFI	4	2	xgboost	0	0.6428571428571429
1492	Clinical	TCGA_PRAD	PFI	4	3	xgboost	0	0.33630952380952395
1493	Clinical	TCGA_PRAD	PFI	4	4	xgboost	0	0.6793478260869561
1494	Clinical	TCGA_PRAD	PFI	4	5	xgboost	0	0.7391304347826091
1495	Clinical	TCGA_PRAD	PFI	5	1	xgboost	0	0.6726190476190479
1496	Clinical	TCGA_PRAD	PFI	5	2	xgboost	0	0.5089285714285711
1497	Clinical	TCGA_PRAD	PFI	5	3	xgboost	0	0.6220238095238101
1498	Clinical	TCGA_PRAD	PFI	5	4	xgboost	0	0.904891304347826
1499	Clinical	TCGA_PRAD	PFI	5	5	xgboost	0	0.679347826086957
1500	Clinical	TCGA_PRAD	PFI	1	1	logistic_regression	0	0.529761904761905
1501	Clinical	TCGA_PRAD	PFI	1	2	logistic_regression	0	0.6071428571428571
1502	Clinical	TCGA_PRAD	PFI	1	3	logistic_regression	0	0.648809523809524
1503	Clinical	TCGA_PRAD	PFI	1	4	logistic_regression	0	0.7717391304347829
1504	Clinical	TCGA_PRAD	PFI	1	5	logistic_regression	0	0.826086956521739
1505	Clinical	TCGA_PRAD	PFI	2	1	logistic_regression	0	0.755952380952381
1506	Clinical	TCGA_PRAD	PFI	2	2	logistic_regression	0	0.494047619047619
1507	Clinical	TCGA_PRAD	PFI	2	3	logistic_regression	0	0.7857142857142858
1508	Clinical	TCGA_PRAD	PFI	2	4	logistic_regression	0	0.690217391304348
1509	Clinical	TCGA_PRAD	PFI	2	5	logistic_regression	0	0.733695652173913
1510	Clinical	TCGA_PRAD	PFI	3	1	logistic_regression	0	0.6726190476190479
1511	Clinical	TCGA_PRAD	PFI	3	2	logistic_regression	0	0.8035714285714292
1512	Clinical	TCGA_PRAD	PFI	3	3	logistic_regression	0	0.7142857142857142
1513	Clinical	TCGA_PRAD	PFI	3	4	logistic_regression	0	0.75
1514	Clinical	TCGA_PRAD	PFI	3	5	logistic_regression	0	0.6195652173913039
1515	Clinical	TCGA_PRAD	PFI	4	1	logistic_regression	0	0.6190476190476191
1516	Clinical	TCGA_PRAD	PFI	4	2	logistic_regression	0	0.654761904761905
1517	Clinical	TCGA_PRAD	PFI	4	3	logistic_regression	0	0.523809523809524
1518	Clinical	TCGA_PRAD	PFI	4	4	logistic_regression	0	0.733695652173913
1519	Clinical	TCGA_PRAD	PFI	4	5	logistic_regression	0	0.668478260869565
1520	Clinical	TCGA_PRAD	PFI	5	1	logistic_regression	0	0.6071428571428571
1521	Clinical	TCGA_PRAD	PFI	5	2	logistic_regression	0	0.589285714285714
1522	Clinical	TCGA_PRAD	PFI	5	3	logistic_regression	0	0.595238095238095
1523	Clinical	TCGA_PRAD	PFI	5	4	logistic_regression	0	0.91304347826087
1524	Clinical	TCGA_PRAD	PFI	5	5	logistic_regression	0	0.7282608695652171
1550	Clinical	TCGA_PRAD	PFI	1	1	random_forest	0	0.625
1551	Clinical	TCGA_PRAD	PFI	1	2	random_forest	0	0.639880952380952
1552	Clinical	TCGA_PRAD	PFI	1	3	random_forest	0	0.5595238095238101
1553	Clinical	TCGA_PRAD	PFI	1	4	random_forest	0	0.6820652173913039
1554	Clinical	TCGA_PRAD	PFI	1	5	random_forest	0	0.6657608695652171
1555	Clinical	TCGA_PRAD	PFI	2	1	random_forest	0	0.5178571428571429
1556	Clinical	TCGA_PRAD	PFI	2	2	random_forest	0	0.49702380952381
1557	Clinical	TCGA_PRAD	PFI	2	3	random_forest	0	0.5625
1558	Clinical	TCGA_PRAD	PFI	2	4	random_forest	0	0.6195652173913039
1559	Clinical	TCGA_PRAD	PFI	2	5	random_forest	0	0.6304347826086961
1560	Clinical	TCGA_PRAD	PFI	3	1	random_forest	0	0.595238095238095
1561	Clinical	TCGA_PRAD	PFI	3	2	random_forest	0	0.648809523809524
1562	Clinical	TCGA_PRAD	PFI	3	3	random_forest	0	0.6696428571428571
1563	Clinical	TCGA_PRAD	PFI	3	4	random_forest	0	0.66304347826087
1564	Clinical	TCGA_PRAD	PFI	3	5	random_forest	0	0.44836956521739096
1565	Clinical	TCGA_PRAD	PFI	4	1	random_forest	0	0.660714285714286
1566	Clinical	TCGA_PRAD	PFI	4	2	random_forest	0	0.577380952380952
1567	Clinical	TCGA_PRAD	PFI	4	3	random_forest	0	0.535714285714286
1568	Clinical	TCGA_PRAD	PFI	4	4	random_forest	0	0.71195652173913
1569	Clinical	TCGA_PRAD	PFI	4	5	random_forest	0	0.6820652173913039
1570	Clinical	TCGA_PRAD	PFI	5	1	random_forest	0	0.5178571428571429
1571	Clinical	TCGA_PRAD	PFI	5	2	random_forest	0	0.494047619047619
1572	Clinical	TCGA_PRAD	PFI	5	3	random_forest	0	0.5714285714285711
1573	Clinical	TCGA_PRAD	PFI	5	4	random_forest	0	0.703804347826087
1574	Clinical	TCGA_PRAD	PFI	5	5	random_forest	0	0.7391304347826091
